id	rule_index	rule	grounding
547	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	237_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 237_M007_01 ResponseOnPlatform 1
744	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	461_UM23 hasQuestion UM23 | UM23 hasQuestion_Category Agreement => 461_UM23 ResponseOnPlatform 1
39	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	208_M004_01 ResponseOnPlatform 1 => 208_M004_01 type Response
542	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	436_UM18 chosen_Answer_Code NO_RECORDED_RESPONSE => 436_UM18 ResponseOnPlatform 1
242	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30240004 is_Answer_To UM24 | UM24 type Question => 30240004 hasAnswerScale_Type Nominal
136	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30100004 hasAnswerId 30100004 | 30100004 type Answer => 30100004 hasAnswerScale_Type Nominal
598	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	408_UM08 hasQuestion UM08 | UM08 hasQuestion_Category Quality => 408_UM08 ResponseOnPlatform 1
767	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	102_M008_01 Response_by_User 102 | 102 type User => 102_M008_01 ResponseOnPlatform 1
670	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	435_UM14 Response_by_User 435 | 435 type User => 435_UM14 type Response
1067	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	379_SU01_08 hasQuestion SU01_08 | SU01_08 hasQuestion_Category Agreement => 379_SU01_08 type Response
1360	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	460_UM19 chosen_Answer_Code NO_RECORDED_RESPONSE => 460_UM19 type Response
581	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	431_UM04 hasQuestion UM04 | UM04 hasQuestion_Category Quality => 431_UM04 ResponseOnPlatform 1
1469	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	349_SU01_09 chosen_Answer_Code 4 => 349_SU01_09 type Response
782	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 411_UM03 hasQuestion UM03 => 411_UM03 ResponseOnPlatform 1
1383	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM20 hasVisitId 407 => 407_UM20 Response_by_User 407
376	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 belongsTo ME1 | 10100110 is_Answer_To M010_01 => 10100110 hasAnswerScale_Type Ordinal
314	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_09 hasQuestion_Category Agreement | 20010905 is_Answer_To SU01_09 => 20010905 hasAnswerScale_Type Ordinal
442	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	20010105 ResponseCode 5 | 5 type User => 20010105 hasAnswerScale_Type Ordinal
319	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_01 hasQuestion_Category Agreement | 20010102 is_Answer_To SU01_01 => 20010102 hasAnswerScale_Type Ordinal
799	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 475_UM03 hasQuestion UM03 => 475_UM03 ResponseOnPlatform 1
787	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 412_UM03 hasQuestion UM03 => 412_UM03 ResponseOnPlatform 1
424	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10060102 ResponseCode 2 | 2 type User => 10060102 hasAnswerScale_Type Ordinal
553	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	490_UM26_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 490_UM26_01 ResponseOnPlatform 1
594	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	458_UM19 hasQuestion UM19 | UM19 hasQuestion_Category Quality => 458_UM19 ResponseOnPlatform 1
887	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	422_UM18 hasQuestion UM18 | UM18 hasQuestion_Category Degree => 422_UM18 type Response
764	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	437_UM07 Response_by_User 437 | 437 type User => 437_UM07 ResponseOnPlatform 1
1212	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 387_SU01_02 hasQuestion SU01_02 => 387_SU01_02 type Response
619	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	26_M006_01 hasVisitId 26 | 26_M006_01 hasVisitId 26 => 26 hasUserId 26
227	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30010004 hasAnswerId 30010004 | 30010004 hasAnswerId 30010004 => 30010004 hasAnswerScale_Type Nominal
1320	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	191_M003_01 chosen_Answer_Code 8 | 8 type User => 191_M003_01 type Response
1474	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	467_UM08 chosen_Answer_Code 4 => 467_UM08 type Response
1322	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	192_M006_01 chosen_Answer_Code 6 | 6 type User => 192_M006_01 type Response
1315	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	71_M004_01 chosen_Answer_Code 10 | 10 type User => 71_M004_01 type Response
66	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	71_M004_01 hasVisitId 71 => 71_M004_01 Response_by_User 71
393	Rule_27	?d belongsTo SUS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_02 belongsTo SUS | 20010205 is_Answer_To SU01_02 => 20010205 hasAnswerScale_Type Ordinal
579	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	420_UM09 hasQuestion UM09 | UM09 hasQuestion_Category Quality => 420_UM09 ResponseOnPlatform 1
982	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 479_UM03 hasQuestion UM03 => 479_UM03 type Response
211	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30110005 hasAnswerId 30110005 | 30110005 hasAnswerId 30110005 => 30110005 hasAnswerScale_Type Nominal
1035	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 277_M007_01 hasQuestion M007_01 => 277_M007_01 type Response
1211	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 372_SU01_02 hasQuestion SU01_02 => 372_SU01_02 type Response
536	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	104_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 104_M003_01 ResponseOnPlatform 1
711	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	106_M010_01 hasVisitId 106 | 106 type User => 106_M010_01 type Response
1451	Rule_8	?a chosen_Answer_Code 5 => ?a type Response	463_UM06 chosen_Answer_Code 5 => 463_UM06 type Response
85	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	259_M004_01 hasVisitId 259 => 259_M004_01 Response_by_User 259
1344	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	432_UM08 chosen_Answer_Code 4 | 4 type User => 432_UM08 type Response
1299	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	477_UM22 Response_by_User 477 | 477_UM22 hasVisitId 477 => 477_UM22 type Response
909	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 154_M007_01 hasQuestion M007_01 => 154_M007_01 ResponseOnPlatform 1
1140	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	114_M008_01 hasQuestion M008_01 | M008_01 type Question => 114_M008_01 ResponseOnPlatform 1
1345	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	60_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 60_M007_01 type Response
630	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	368_SU01_07 hasVisitId 368 | 368 type User => 368_SU01_07 ResponseOnPlatform 1
1030	Rule_68	?d belongsTo ME1 ?a hasQuestion ?d => ?a type Response	M007_01 belongsTo ME1 | 17_M007_01 hasQuestion M007_01 => 17_M007_01 type Response
1394	Rule_82	?b hasUserId ?f ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM24 hasVisitId 407 => 407_UM24 Response_by_User 407
989	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 348_SU01_02 hasQuestion SU01_02 => 348_SU01_02 ResponseOnPlatform 1
273	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30150004 ResponseCode 3 | 3 type User => 30150004 hasAnswerScale_Type Nominal
994	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 403_SU01_02 hasQuestion SU01_02 => 403_SU01_02 ResponseOnPlatform 1
362	Rule_26	?d belongsTo ME1 ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 belongsTo ME1 | 10040102 is_Answer_To M004_01 => 10040102 hasAnswerScale_Type Ordinal
622	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	106_M010_01 hasVisitId 106 | 106_M010_01 hasVisitId 106 => 106 hasUserId 106
2	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30240001 type Answer => 30240001 hasAnswerScale_Type Nominal
6	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30210004 type Answer => 30210004 hasAnswerScale_Type Nominal
311	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_09 hasQuestion_Category Agreement | 20010904 is_Answer_To SU01_09 => 20010904 hasAnswerScale_Type Ordinal
958	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 404_UM03 hasQuestion UM03 => 404_UM03 type Response
932	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	465_UM10 hasQuestion UM10 | UM10 hasQuestion_Category Quality => 465_UM10 type Response
1472	Rule_9	?a chosen_Answer_Code 4 => ?a type Response	363_SU01_05 chosen_Answer_Code 4 => 363_SU01_05 type Response
215	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30190001 hasAnswerId 30190001 | 30190001 hasAnswerId 30190001 => 30190001 hasAnswerScale_Type Nominal
678	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	102_M008_01 Response_by_User 102 | 102 type User => 102_M008_01 type Response
27	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	30060003 type Answer => 30060003 hasAnswerScale_Type Nominal
1079	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	432_UM08 chosen_Answer_Code 4 => 432_UM08 ResponseOnPlatform 1
1092	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	484_UM10 chosen_Answer_Code 4 => 484_UM10 ResponseOnPlatform 1
1088	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	449_UM25 chosen_Answer_Code 4 => 449_UM25 ResponseOnPlatform 1
638	Rule_53	?a hasVisitId ?d ?d type User => ?a ResponseOnPlatform 1	416_UM15 hasVisitId 416 | 416 type User => 416_UM15 ResponseOnPlatform 1
746	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	464_UM24 hasQuestion UM24 | UM24 hasQuestion_Category Agreement => 464_UM24 ResponseOnPlatform 1
820	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	362_SU01_01 chosen_Answer_Code 5 => 362_SU01_01 ResponseOnPlatform 1
624	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	160_M006_01 hasVisitId 160 | 160_M006_01 hasVisitId 160 => 160 hasUserId 160
843	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	176_M005 hasQuestion M005 | M005 hasQuestion_Category Preference => 176_M005 type Response
256	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30030003 is_Answer_To UM03 | UM03 type Question => 30030003 hasAnswerScale_Type Nominal
25	Rule_0	?a type Answer => ?a hasAnswerScale_Type Nominal	10050002 type Answer => 10050002 hasAnswerScale_Type Nominal
336	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 hasQuestion_Category Degree | 10100110 is_Answer_To M010_01 => 10100110 hasAnswerScale_Type Ordinal
572	Rule_50	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a ResponseOnPlatform 1	487_UM04 hasQuestion UM04 | UM04 hasQuestion_Category Quality => 487_UM04 ResponseOnPlatform 1
47	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	157_M002_01 ResponseOnPlatform 1 => 157_M002_01 type Response
106	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30100004 hasAnswerId 30100004 | 30100004 type Answer => 30100004 hasAnswerScale_Type Nominal
349	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M004_01 hasQuestion_Category Degree | 10040103 is_Answer_To M004_01 => 10040103 hasAnswerScale_Type Ordinal
55	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	428_UM23 ResponseOnPlatform 1 => 428_UM23 type Response
802	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 452_UM03 hasQuestion UM03 => 452_UM03 ResponseOnPlatform 1
213	Rule_17	?d hasAnswerId ?a ?a hasAnswerId ?d => ?a hasAnswerScale_Type Nominal	30020003 hasAnswerId 30020003 | 30020003 hasAnswerId 30020003 => 30020003 hasAnswerScale_Type Nominal
120	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30170004 hasAnswerId 30170004 | 30170004 type Answer => 30170004 hasAnswerScale_Type Nominal
1269	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	395_SU01_04 chosen_Answer_Code 5 | 5 type User => 395_SU01_04 ResponseOnPlatform 1
730	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	322_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 322_SU01_01 ResponseOnPlatform 1
72	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	463_UM22 hasVisitId 463 => 463_UM22 Response_by_User 463
1181	Rule_72	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a ResponseOnPlatform 1	99_M008_01 hasQuestion M008_01 | M008_01 hasQuestion_Category Preference => 99_M008_01 ResponseOnPlatform 1
715	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	152_M002_01 hasVisitId 152 | 152 type User => 152_M002_01 type Response
45	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	251_M002_01 ResponseOnPlatform 1 => 251_M002_01 type Response
1258	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	119_M006_01 chosen_Answer_Code 8 | 8 type User => 119_M006_01 ResponseOnPlatform 1
523	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	32_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 32_M004_01 ResponseOnPlatform 1
862	Rule_60	?a hasQuestion ?d ?d hasQuestion_Category Preference => ?a type Response	36_M007_01 hasQuestion M007_01 | M007_01 hasQuestion_Category Preference => 36_M007_01 type Response
1163	Rule_71	?a hasQuestion ?d ?d type Question => ?a ResponseOnPlatform 1	402_SU01_02 hasQuestion SU01_02 | SU01_02 type Question => 402_SU01_02 ResponseOnPlatform 1
1102	Rule_6	?a chosen_Answer_Code 4 => ?a ResponseOnPlatform 1	452_UM19 chosen_Answer_Code 4 => 452_UM19 ResponseOnPlatform 1
788	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 458_UM03 hasQuestion UM03 => 458_UM03 ResponseOnPlatform 1
533	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	180_M002_01 hasQuestion M002_01 | M002_01 hasQuestion_Category Degree => 180_M002_01 ResponseOnPlatform 1
1133	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	402_SU01_02 hasQuestion SU01_02 | SU01_02 type Question => 402_SU01_02 type Response
603	Rule_52	?e hasVisitId ?a ?e hasVisitId ?b => ?a hasUserId ?b	332_SU01_07 hasVisitId 332 | 332_SU01_07 hasVisitId 332 => 332 hasUserId 332
465	Rule_35	?a label ?f ?b label ?f => ?a hasUserId ?b	341 label Username_341 | 341 label Username_341 => 341 hasUserId 341
809	Rule_5	?a chosen_Answer_Code 5 => ?a ResponseOnPlatform 1	409_UM13 chosen_Answer_Code 5 => 409_UM13 ResponseOnPlatform 1
1272	Rule_75	?a chosen_Answer_Code ?d ?d type User => ?a ResponseOnPlatform 1	490_UM14 chosen_Answer_Code 5 | 5 type User => 490_UM14 ResponseOnPlatform 1
1047	Rule_69	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a type Response	390_SU01_01 hasQuestion SU01_01 | SU01_01 hasQuestion_Category Agreement => 390_SU01_01 type Response
941	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	485_UM15 hasQuestion UM15 | UM15 hasQuestion_Category Quality => 485_UM15 type Response
60	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	235_M006_01 hasVisitId 235 => 235_M006_01 Response_by_User 235
1010	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 328_SU01_02 hasQuestion SU01_02 => 328_SU01_02 ResponseOnPlatform 1
92	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30030002 hasAnswerId 30030002 | 30030002 type Answer => 30030002 hasAnswerScale_Type Nominal
666	Rule_54	?a Response_by_User ?d ?d type User => ?a type Response	408_UM13 Response_by_User 408 | 408 type User => 408_UM13 type Response
700	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	463_UM22 hasVisitId 463 | 463 type User => 463_UM22 type Response
194	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM18 belongsTo uMARS | 30180001 is_Answer_To UM18 => 30180001 hasAnswerScale_Type Nominal
280	Rule_19	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Nominal	30120004 ResponseCode 3 | 3 type User => 30120004 hasAnswerScale_Type Nominal
695	Rule_55	?a hasVisitId ?d ?d type User => ?a type Response	456_UM17 hasVisitId 456 | 456 type User => 456_UM17 type Response
359	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M003_01 hasQuestion_Category Degree | 10030102 is_Answer_To M003_01 => 10030102 hasAnswerScale_Type Ordinal
519	Rule_49	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a ResponseOnPlatform 1	278_M003_01 hasQuestion M003_01 | M003_01 hasQuestion_Category Degree => 278_M003_01 ResponseOnPlatform 1
806	Rule_58	?d belongsTo uMARS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	UM03 belongsTo uMARS | 423_UM03 hasQuestion UM03 => 423_UM03 ResponseOnPlatform 1
762	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	477_UM22 Response_by_User 477 | 477 type User => 477_UM22 ResponseOnPlatform 1
182	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM03 belongsTo uMARS | 30030005 is_Answer_To UM03 => 30030005 hasAnswerScale_Type Nominal
1424	Rule_87	?f hasUserId ?b ?a hasVisitId ?f => ?a Response_by_User ?b	407 hasUserId 407 | 407_UM24 hasVisitId 407 => 407_UM24 Response_by_User 407
110	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30100005 hasAnswerId 30100005 | 30100005 type Answer => 30100005 hasAnswerScale_Type Nominal
42	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	407_UM06 ResponseOnPlatform 1 => 407_UM06 type Response
908	Rule_62	?d belongsTo ME1 ?a hasQuestion ?d => ?a ResponseOnPlatform 1	M007_01 belongsTo ME1 | 27_M007_01 hasQuestion M007_01 => 27_M007_01 ResponseOnPlatform 1
204	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM13 belongsTo uMARS | 30130006 is_Answer_To UM13 => 30130006 hasAnswerScale_Type Nominal
1197	Rule_73	?d belongsTo SUS ?a hasQuestion ?d => ?a type Response	SU01_02 belongsTo SUS | 371_SU01_02 hasQuestion SU01_02 => 371_SU01_02 type Response
52	Rule_10	?a ResponseOnPlatform 1 => ?a type Response	52_M008_01 ResponseOnPlatform 1 => 52_M008_01 type Response
545	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	21_M008_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 21_M008_01 ResponseOnPlatform 1
985	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 423_UM03 hasQuestion UM03 => 423_UM03 type Response
888	Rule_61	?a hasQuestion ?d ?d hasQuestion_Category Degree => ?a type Response	28_M004_01 hasQuestion M004_01 | M004_01 hasQuestion_Category Degree => 28_M004_01 type Response
990	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 349_SU01_02 hasQuestion SU01_02 => 349_SU01_02 ResponseOnPlatform 1
1343	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	444_UM18 chosen_Answer_Code 5 | 5 type User => 444_UM18 type Response
183	Rule_16	?d belongsTo uMARS ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM03 belongsTo uMARS | 30030004 is_Answer_To UM03 => 30030004 hasAnswerScale_Type Nominal
137	Rule_14	?c hasAnswerId ?a ?c type Answer => ?a hasAnswerScale_Type Nominal	30010004 hasAnswerId 30010004 | 30010004 type Answer => 30010004 hasAnswerScale_Type Nominal
964	Rule_66	?d belongsTo uMARS ?a hasQuestion ?d => ?a type Response	UM03 belongsTo uMARS | 441_UM03 hasQuestion UM03 => 441_UM03 type Response
80	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	26_M006_01 hasVisitId 26 => 26_M006_01 Response_by_User 26
1309	Rule_76	?a Response_by_User ?d ?a hasVisitId ?d => ?a type Response	86_M010_01 Response_by_User 86 | 86_M010_01 hasVisitId 86 => 86_M010_01 type Response
105	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30030004 hasAnswerId 30030004 | 30030004 type Answer => 30030004 hasAnswerScale_Type Nominal
541	Rule_4	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a ResponseOnPlatform 1	153_M003_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 153_M003_01 ResponseOnPlatform 1
993	Rule_67	?d belongsTo SUS ?a hasQuestion ?d => ?a ResponseOnPlatform 1	SU01_02 belongsTo SUS | 354_SU01_02 hasQuestion SU01_02 => 354_SU01_02 ResponseOnPlatform 1
480	Rule_3	?a type Response => ?a ResponseOnPlatform 1	360_SU01_07 type Response => 360_SU01_07 ResponseOnPlatform 1
165	Rule_15	?d hasQuestion_Category Quality ?a is_Answer_To ?d => ?a hasAnswerScale_Type Nominal	UM10 hasQuestion_Category Quality | 30100002 is_Answer_To UM10 => 30100002 hasAnswerScale_Type Nominal
248	Rule_18	?a is_Answer_To ?d ?d type Question => ?a hasAnswerScale_Type Nominal	30110002 is_Answer_To UM11 | UM11 type Question => 30110002 hasAnswerScale_Type Nominal
307	Rule_24	?d hasQuestion_Category Agreement ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	SU01_08 hasQuestion_Category Agreement | 20010803 is_Answer_To SU01_08 => 20010803 hasAnswerScale_Type Ordinal
446	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10020104 ResponseCode 4 | 4 type User => 10020104 hasAnswerScale_Type Ordinal
741	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	389_SU01_04 hasQuestion SU01_04 | SU01_04 hasQuestion_Category Agreement => 389_SU01_04 ResponseOnPlatform 1
334	Rule_25	?d hasQuestion_Category Degree ?a is_Answer_To ?d => ?a hasAnswerScale_Type Ordinal	M010_01 hasQuestion_Category Degree | 10100109 is_Answer_To M010_01 => 10100109 hasAnswerScale_Type Ordinal
97	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30170001 hasAnswerId 30170001 | 30170001 type Answer => 30170001 hasAnswerScale_Type Nominal
754	Rule_57	?a Response_by_User ?d ?d type User => ?a ResponseOnPlatform 1	458_UM20 Response_by_User 458 | 458 type User => 458_UM20 ResponseOnPlatform 1
737	Rule_56	?a hasQuestion ?d ?d hasQuestion_Category Agreement => ?a ResponseOnPlatform 1	446_UM20 hasQuestion UM20 | UM20 hasQuestion_Category Agreement => 446_UM20 ResponseOnPlatform 1
1108	Rule_70	?a hasQuestion ?d ?d type Question => ?a type Response	169_M010_01 hasQuestion M010_01 | M010_01 type Question => 169_M010_01 type Response
936	Rule_65	?a hasQuestion ?d ?d hasQuestion_Category Quality => ?a type Response	444_UM09 hasQuestion UM09 | UM09 hasQuestion_Category Quality => 444_UM09 type Response
102	Rule_13	?a hasAnswerId ?d ?d type Answer => ?a hasAnswerScale_Type Nominal	30040002 hasAnswerId 30040002 | 30040002 type Answer => 30040002 hasAnswerScale_Type Nominal
434	Rule_28	?a ResponseCode ?d ?d type User => ?a hasAnswerScale_Type Ordinal	10100105 ResponseCode 5 | 5 type User => 10100105 hasAnswerScale_Type Ordinal
74	Rule_11	?a hasVisitId ?b => ?a Response_by_User ?b	461_UM12 hasVisitId 461 => 461_UM12 Response_by_User 461
1335	Rule_77	?a chosen_Answer_Code ?d ?d type User => ?a type Response	422_UM17 chosen_Answer_Code 4 | 4 type User => 422_UM17 type Response
1357	Rule_7	?a chosen_Answer_Code NO_RECORDED_RESPONSE => ?a type Response	69_M007_01 chosen_Answer_Code NO_RECORDED_RESPONSE => 69_M007_01 type Response
