Prompt,input_text,output_text,Label,has_rule_context,is_connected
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
37 M003 01 has ResponseOnPlatform with 1. 1 has label with string. Does 37 M003 01 have Response by User with 442 UM24?

###Response:
37 M003 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",37 M003 01 has ResponseOnPlatform with 1. 1 has label with string. Does 37 M003 01 have Response by User with 442 UM24?,37 M003 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
455 UM02 has chosen Answer Code with string. Does 455 UM02 have hasQuestion with 27 M010 01?

###Response:
455 UM02 has chosen Answer Code with string. The answer is no.",455 UM02 has chosen Answer Code with string. Does 455 UM02 have hasQuestion with 27 M010 01?,455 UM02 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
400 SU01 01 has hasQuestion with SU01 01. SU01 01 has belongsTo with SUS. SUS has shortDescription with ""System. Does 400 SU01 01 have hasQuestion with 419 UM24?

###Response:
400 SU01 01 has hasQuestion with SU01 01. SU01 01 has belongsTo with SUS. SUS has shortDescription with ""System. The answer is no.","400 SU01 01 has hasQuestion with SU01 01. SU01 01 has belongsTo with SUS. SUS has shortDescription with ""System. Does 400 SU01 01 have hasQuestion with 419 UM24?","400 SU01 01 has hasQuestion with SU01 01. SU01 01 has belongsTo with SUS. SUS has shortDescription with ""System. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
464 UM10 has hasVisitId with string. Does 464 UM10 have hasVisitId with 152 M003 01?

###Response:
464 UM10 has hasVisitId with string. The answer is no.",464 UM10 has hasVisitId with string. Does 464 UM10 have hasVisitId with 152 M003 01?,464 UM10 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
446 UM20 has Response by User with 446. Does 446 UM20 have hasVisitId with 444 UM14?

###Response:
446 UM20 has Response by User with 446. The answer is no.",446 UM20 has Response by User with 446. Does 446 UM20 have hasVisitId with 444 UM14?,446 UM20 has Response by User with 446. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
408 UM20 has hasVisitId with string. Does 408 UM20 have hasQuestion with 485 UM18?

###Response:
408 UM20 has hasVisitId with string. The answer is no.",408 UM20 has hasVisitId with string. Does 408 UM20 have hasQuestion with 485 UM18?,408 UM20 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
UM26 01 has Question Description with ""[NEEDS. Does UM26 01 have Question Description with 408 UM02?

###Response:
UM26 01 has Question Description with ""[NEEDS. The answer is no.","UM26 01 has Question Description with ""[NEEDS. Does UM26 01 have Question Description with 408 UM02?","UM26 01 has Question Description with ""[NEEDS. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
365 SU01 01 has Response by User with 365. 365 has label with string. Does 365 SU01 01 have hasQuestion with 392 SU01 08?

###Response:
365 SU01 01 has Response by User with 365. 365 has label with string. The answer is no.",365 SU01 01 has Response by User with 365. 365 has label with string. Does 365 SU01 01 have hasQuestion with 392 SU01 08?,365 SU01 01 has Response by User with 365. 365 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
462 UM10 has chosen Answer Code with string. Does 462 UM10 have ResponseOnPlatform with 465 UM12?

###Response:
462 UM10 has chosen Answer Code with string. The answer is no.",462 UM10 has chosen Answer Code with string. Does 462 UM10 have ResponseOnPlatform with 465 UM12?,462 UM10 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
247 M006 01 has hasVisitId with string. Does 247 M006 01 have hasVisitId with 201 M002 01?

###Response:
247 M006 01 has hasVisitId with string. The answer is no.",247 M006 01 has hasVisitId with string. Does 247 M006 01 have hasVisitId with 201 M002 01?,247 M006 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
Answer Category has comment with ""Indicates. Does Answer Category have comment with 404 UM11?

###Response:
Answer Category has comment with ""Indicates. The answer is no.","Answer Category has comment with ""Indicates. Does Answer Category have comment with 404 UM11?","Answer Category has comment with ""Indicates. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
348 SU01 04 has Response by User with 348. Does 348 SU01 04 have ResponseOnPlatform with 486 UM26 01?

###Response:
348 SU01 04 has Response by User with 348. The answer is no.",348 SU01 04 has Response by User with 348. Does 348 SU01 04 have ResponseOnPlatform with 486 UM26 01?,348 SU01 04 has Response by User with 348. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
180 M002 01 has hasQuestion with M002 01. M002 01 has belongsTo with ME1. ME1 has type with Questionnaire. Does 180 M002 01 have Response by User with 96 M004 01?

###Response:
180 M002 01 has hasQuestion with M002 01. M002 01 has belongsTo with ME1. ME1 has type with Questionnaire. The answer is no.",180 M002 01 has hasQuestion with M002 01. M002 01 has belongsTo with ME1. ME1 has type with Questionnaire. Does 180 M002 01 have Response by User with 96 M004 01?,180 M002 01 has hasQuestion with M002 01. M002 01 has belongsTo with ME1. ME1 has type with Questionnaire. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
288 M007 01 has hasVisitId with string. Does 288 M007 01 have Response by User with 442 UM15?

###Response:
288 M007 01 has hasVisitId with string. The answer is no.",288 M007 01 has hasVisitId with string. Does 288 M007 01 have Response by User with 442 UM15?,288 M007 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
476 UM23 has hasQuestion with UM23. UM23 has Question Description with string. Does 476 UM23 have type with 335 SU01 03?

###Response:
476 UM23 has hasQuestion with UM23. UM23 has Question Description with string. The answer is no.",476 UM23 has hasQuestion with UM23. UM23 has Question Description with string. Does 476 UM23 have type with 335 SU01 03?,476 UM23 has hasQuestion with UM23. UM23 has Question Description with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
482 UM04 has Response by User with 482. 482 has type with User. User has type with Class. Does 482 UM04 have type with 473 UM09?

###Response:
482 UM04 has Response by User with 482. 482 has type with User. User has type with Class. The answer is no.",482 UM04 has Response by User with 482. 482 has type with User. User has type with Class. Does 482 UM04 have type with 473 UM09?,482 UM04 has Response by User with 482. 482 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
168 M005 has hasQuestion with M005. M005 has hasQuestion Category with Preference. Preference has type with Question Category. Question Category has type with Class. Does 168 M005 have chosen Answer Code with 275 M005?

###Response:
168 M005 has hasQuestion with M005. M005 has hasQuestion Category with Preference. Preference has type with Question Category. Question Category has type with Class. The answer is no.",168 M005 has hasQuestion with M005. M005 has hasQuestion Category with Preference. Preference has type with Question Category. Question Category has type with Class. Does 168 M005 have chosen Answer Code with 275 M005?,168 M005 has hasQuestion with M005. M005 has hasQuestion Category with Preference. Preference has type with Question Category. Question Category has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
68 M007 01 has Response by User with 68. 68 has label with string. Does 68 M007 01 have chosen Answer Code with 467 UM19?

###Response:
68 M007 01 has Response by User with 68. 68 has label with string. The answer is no.",68 M007 01 has Response by User with 68. 68 has label with string. Does 68 M007 01 have chosen Answer Code with 467 UM19?,68 M007 01 has Response by User with 68. 68 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
hasQuestion has domain with Response. Does hasQuestion have type with 417 UM18?

###Response:
hasQuestion has domain with Response. The answer is no.",hasQuestion has domain with Response. Does hasQuestion have type with 417 UM18?,hasQuestion has domain with Response. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
459 UM22 has hasQuestion with UM22. Does 459 UM22 have hasQuestion with 429 UM14?

###Response:
459 UM22 has hasQuestion with UM22. The answer is no.",459 UM22 has hasQuestion with UM22. Does 459 UM22 have hasQuestion with 429 UM14?,459 UM22 has hasQuestion with UM22. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
148 M007 01 has Response by User with 148. 148 has type with User. User has type with Class. Does 148 M007 01 have Response by User with 405 UM08?

###Response:
148 M007 01 has Response by User with 148. 148 has type with User. User has type with Class. The answer is no.",148 M007 01 has Response by User with 148. 148 has type with User. User has type with Class. Does 148 M007 01 have Response by User with 405 UM08?,148 M007 01 has Response by User with 148. 148 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
116 M010 01 has chosen Answer Code with string. Does 116 M010 01 have ResponseOnPlatform with 468 UM10?

###Response:
116 M010 01 has chosen Answer Code with string. The answer is no.",116 M010 01 has chosen Answer Code with string. Does 116 M010 01 have ResponseOnPlatform with 468 UM10?,116 M010 01 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
14 M004 01 has ResponseOnPlatform with 1. 1 has label with string. Does 14 M004 01 have type with 64 M007 01?

###Response:
14 M004 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",14 M004 01 has ResponseOnPlatform with 1. 1 has label with string. Does 14 M004 01 have type with 64 M007 01?,14 M004 01 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
343 SU01 02 has ResponseOnPlatform with 1. Does 343 SU01 02 have hasVisitId with 64 M002 01?

###Response:
343 SU01 02 has ResponseOnPlatform with 1. The answer is no.",343 SU01 02 has ResponseOnPlatform with 1. Does 343 SU01 02 have hasVisitId with 64 M002 01?,343 SU01 02 has ResponseOnPlatform with 1. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
20010704 has ResponseLabel with ""Likert. Does 20010704 have is Answer To with 431 UM18?

###Response:
20010704 has ResponseLabel with ""Likert. The answer is no.","20010704 has ResponseLabel with ""Likert. Does 20010704 have is Answer To with 431 UM18?","20010704 has ResponseLabel with ""Likert. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
361 SU01 08 has chosen Answer Code with string. Does 361 SU01 08 have Response by User with 462 UM26 01?

###Response:
361 SU01 08 has chosen Answer Code with string. The answer is no.",361 SU01 08 has chosen Answer Code with string. Does 361 SU01 08 have Response by User with 462 UM26 01?,361 SU01 08 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
472 UM12 has ResponseOnPlatform with 1. 1 has label with string. Does 472 UM12 have chosen Answer Code with 65 M003 01?

###Response:
472 UM12 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",472 UM12 has ResponseOnPlatform with 1. 1 has label with string. Does 472 UM12 have chosen Answer Code with 65 M003 01?,472 UM12 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
30030006 has ResponseCode with string. Does 30030006 have ResponseLabel with 453 UM09?

###Response:
30030006 has ResponseCode with string. The answer is no.",30030006 has ResponseCode with string. Does 30030006 have ResponseLabel with 453 UM09?,30030006 has ResponseCode with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
304 M007 01 has Response by User with 304. 304 has label with string. Does 304 M007 01 have ResponseOnPlatform with 139 M005?

###Response:
304 M007 01 has Response by User with 304. 304 has label with string. The answer is no.",304 M007 01 has Response by User with 304. 304 has label with string. Does 304 M007 01 have ResponseOnPlatform with 139 M005?,304 M007 01 has Response by User with 304. 304 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
86 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. Does 86 M006 01 have hasQuestion with 190 M008 01?

###Response:
86 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. The answer is no.","86 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. Does 86 M006 01 have hasQuestion with 190 M008 01?","86 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
43 M008 01 has hasVisitId with string. Does 43 M008 01 have type with ""sehr?

###Response:
43 M008 01 has hasVisitId with string. The answer is no.","43 M008 01 has hasVisitId with string. Does 43 M008 01 have type with ""sehr?",43 M008 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
291 M003 01 has chosen Answer Code with string. Does 291 M003 01 have type with 331 SU01 04?

###Response:
291 M003 01 has chosen Answer Code with string. The answer is no.",291 M003 01 has chosen Answer Code with string. Does 291 M003 01 have type with 331 SU01 04?,291 M003 01 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
399 SU01 09 has chosen Answer Code with string. Does 399 SU01 09 have type with 227 M007 01?

###Response:
399 SU01 09 has chosen Answer Code with string. The answer is no.",399 SU01 09 has chosen Answer Code with string. Does 399 SU01 09 have type with 227 M007 01?,399 SU01 09 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
131 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 131 M006 01 have Response by User with 192 M003 01?

###Response:
131 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.",131 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 131 M006 01 have Response by User with 192 M003 01?,131 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
426 UM15 has Response by User with 426. 426 has type with User. User has type with Class. Does 426 UM15 have ResponseOnPlatform with 432 UM16?

###Response:
426 UM15 has Response by User with 426. 426 has type with User. User has type with Class. The answer is no.",426 UM15 has Response by User with 426. 426 has type with User. User has type with Class. Does 426 UM15 have ResponseOnPlatform with 432 UM16?,426 UM15 has Response by User with 426. 426 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
415 UM26 01 has hasVisitId with string. Does 415 UM26 01 have hasVisitId with 410 UM02?

###Response:
415 UM26 01 has hasVisitId with string. The answer is no.",415 UM26 01 has hasVisitId with string. Does 415 UM26 01 have hasVisitId with 410 UM02?,415 UM26 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
466 UM22 has Response by User with 466. 466 has type with User. Does 466 UM22 have ResponseOnPlatform with 120 M004 01?

###Response:
466 UM22 has Response by User with 466. 466 has type with User. The answer is no.",466 UM22 has Response by User with 466. 466 has type with User. Does 466 UM22 have ResponseOnPlatform with 120 M004 01?,466 UM22 has Response by User with 466. 466 has type with User. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
351 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. Does 351 SU01 08 have chosen Answer Code with 407 UM26 01?

###Response:
351 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",351 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. Does 351 SU01 08 have chosen Answer Code with 407 UM26 01?,351 SU01 08 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
288 M008 01 has hasVisitId with string. Does 288 M008 01 have type with 348 SU01 03?

###Response:
288 M008 01 has hasVisitId with string. The answer is no.",288 M008 01 has hasVisitId with string. Does 288 M008 01 have type with 348 SU01 03?,288 M008 01 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
413 UM12 has chosen Answer Code with string. Does 413 UM12 have hasQuestion with 371 SU01 09?

###Response:
413 UM12 has chosen Answer Code with string. The answer is no.",413 UM12 has chosen Answer Code with string. Does 413 UM12 have hasQuestion with 371 SU01 09?,413 UM12 has chosen Answer Code with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
491 UM20 has ResponseOnPlatform with 1. 1 has label with string. Does 491 UM20 have ResponseOnPlatform with 406 UM22?

###Response:
491 UM20 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.",491 UM20 has ResponseOnPlatform with 1. 1 has label with string. Does 491 UM20 have ResponseOnPlatform with 406 UM22?,491 UM20 has ResponseOnPlatform with 1. 1 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
329 SU01 10 has hasQuestion with SU01 10. SU01 10 has hasQuestion Category with Agreement. Agreement has type with NamedIndividual. Does 329 SU01 10 have chosen Answer Code with 370 SU01 10?

###Response:
329 SU01 10 has hasQuestion with SU01 10. SU01 10 has hasQuestion Category with Agreement. Agreement has type with NamedIndividual. The answer is no.",329 SU01 10 has hasQuestion with SU01 10. SU01 10 has hasQuestion Category with Agreement. Agreement has type with NamedIndividual. Does 329 SU01 10 have chosen Answer Code with 370 SU01 10?,329 SU01 10 has hasQuestion with SU01 10. SU01 10 has hasQuestion Category with Agreement. Agreement has type with NamedIndividual. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
165 M002 01 has Response by User with 165. Does 165 M002 01 have hasQuestion with 480 UM10?

###Response:
165 M002 01 has Response by User with 165. The answer is no.",165 M002 01 has Response by User with 165. Does 165 M002 01 have hasQuestion with 480 UM10?,165 M002 01 has Response by User with 165. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
22 M005 has hasQuestion with M005. M005 has Question Description with string. Does 22 M005 have ResponseOnPlatform with 470 UM18?

###Response:
22 M005 has hasQuestion with M005. M005 has Question Description with string. The answer is no.",22 M005 has hasQuestion with M005. M005 has Question Description with string. Does 22 M005 have ResponseOnPlatform with 470 UM18?,22 M005 has hasQuestion with M005. M005 has Question Description with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
455 UM10 has Response by User with 455. 455 has label with string. Does 455 UM10 have chosen Answer Code with 195 M003 01?

###Response:
455 UM10 has Response by User with 455. 455 has label with string. The answer is no.",455 UM10 has Response by User with 455. 455 has label with string. Does 455 UM10 have chosen Answer Code with 195 M003 01?,455 UM10 has Response by User with 455. 455 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
285 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 285 M006 01 have ResponseOnPlatform with 308 M004 01?

###Response:
285 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.",285 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. Does 285 M006 01 have ResponseOnPlatform with 308 M004 01?,285 M006 01 has ResponseOnPlatform with 1. 1 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
409 UM22 has Response by User with 409. 409 has type with User. User has type with Class. Does 409 UM22 have ResponseOnPlatform with PlatformTitle?

###Response:
409 UM22 has Response by User with 409. 409 has type with User. User has type with Class. The answer is no.",409 UM22 has Response by User with 409. 409 has type with User. User has type with Class. Does 409 UM22 have ResponseOnPlatform with PlatformTitle?,409 UM22 has Response by User with 409. 409 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
71 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. Does 71 M007 01 have Response by User with 392 SU01 07?

###Response:
71 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. The answer is no.","71 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. Does 71 M007 01 have Response by User with 392 SU01 07?","71 M007 01 has hasQuestion with M007 01. M007 01 has Question Description with ""Positive. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
30120003 has ResponseLabel with ""2. Does 30120003 have hasAnswerId with 437 UM17?

###Response:
30120003 has ResponseLabel with ""2. The answer is no.","30120003 has ResponseLabel with ""2. Does 30120003 have hasAnswerId with 437 UM17?","30120003 has ResponseLabel with ""2. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
273 M008 01 has ResponseOnPlatform with 1. 1 has type with User. Does 273 M008 01 have chosen Answer Code with 177 M005?

###Response:
273 M008 01 has ResponseOnPlatform with 1. 1 has type with User. The answer is no.",273 M008 01 has ResponseOnPlatform with 1. 1 has type with User. Does 273 M008 01 have chosen Answer Code with 177 M005?,273 M008 01 has ResponseOnPlatform with 1. 1 has type with User. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
427 UM26 01 has Response by User with 427. Does 427 UM26 01 have hasVisitId with 465 UM11?

###Response:
427 UM26 01 has Response by User with 427. The answer is no.",427 UM26 01 has Response by User with 427. Does 427 UM26 01 have hasVisitId with 465 UM11?,427 UM26 01 has Response by User with 427. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
387 SU01 02 has ResponseOnPlatform with 1. Does 387 SU01 02 have type with 33 M003 01?

###Response:
387 SU01 02 has ResponseOnPlatform with 1. The answer is no.",387 SU01 02 has ResponseOnPlatform with 1. Does 387 SU01 02 have type with 33 M003 01?,387 SU01 02 has ResponseOnPlatform with 1. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
271 M002 01 has Response by User with 271. 271 has label with string. Does 271 M002 01 have chosen Answer Code with 396 SU01 05?

###Response:
271 M002 01 has Response by User with 271. 271 has label with string. The answer is no.",271 M002 01 has Response by User with 271. 271 has label with string. Does 271 M002 01 have chosen Answer Code with 396 SU01 05?,271 M002 01 has Response by User with 271. 271 has label with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
428 UM15 has Response by User with 428. 428 has type with User. User has type with Class. Does 428 UM15 have Response by User with 469 UM18?

###Response:
428 UM15 has Response by User with 428. 428 has type with User. User has type with Class. The answer is no.",428 UM15 has Response by User with 428. 428 has type with User. User has type with Class. Does 428 UM15 have Response by User with 469 UM18?,428 UM15 has Response by User with 428. 428 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
30210005 has hasAnswerScale Type with Nominal. Does 30210005 have hasAnswer Category with 53 M007 01?

###Response:
30210005 has hasAnswerScale Type with Nominal. The answer is no.",30210005 has hasAnswerScale Type with Nominal. Does 30210005 have hasAnswer Category with 53 M007 01?,30210005 has hasAnswerScale Type with Nominal. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
30 M004 01 has hasQuestion with M004 01. M004 01 has hasQuestion Category with Degree. Degree has comment with ""Degree. Does 30 M004 01 have ResponseOnPlatform with 302 M008 01?

###Response:
30 M004 01 has hasQuestion with M004 01. M004 01 has hasQuestion Category with Degree. Degree has comment with ""Degree. The answer is no.","30 M004 01 has hasQuestion with M004 01. M004 01 has hasQuestion Category with Degree. Degree has comment with ""Degree. Does 30 M004 01 have ResponseOnPlatform with 302 M008 01?","30 M004 01 has hasQuestion with M004 01. M004 01 has hasQuestion Category with Degree. Degree has comment with ""Degree. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
75 M005 has hasVisitId with string. Does 75 M005 have Response by User with 199 M005?

###Response:
75 M005 has hasVisitId with string. The answer is no.",75 M005 has hasVisitId with string. Does 75 M005 have Response by User with 199 M005?,75 M005 has hasVisitId with string. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
73 M008 01 has Response by User with 73. 73 has type with User. Does 73 M008 01 have type with 69 M006 01?

###Response:
73 M008 01 has Response by User with 73. 73 has type with User. The answer is no.",73 M008 01 has Response by User with 73. 73 has type with User. Does 73 M008 01 have type with 69 M006 01?,73 M008 01 has Response by User with 73. 73 has type with User. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
182 M008 01 has Response by User with 182. 182 has type with User. User has type with Class. Does 182 M008 01 have ResponseOnPlatform with 480 UM19?

###Response:
182 M008 01 has Response by User with 182. 182 has type with User. User has type with Class. The answer is no.",182 M008 01 has Response by User with 182. 182 has type with User. User has type with Class. Does 182 M008 01 have ResponseOnPlatform with 480 UM19?,182 M008 01 has Response by User with 182. 182 has type with User. User has type with Class. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
26 M010 01 has ResponseOnPlatform with 1. Does 26 M010 01 have ResponseOnPlatform with 424?

###Response:
26 M010 01 has ResponseOnPlatform with 1. The answer is no.",26 M010 01 has ResponseOnPlatform with 1. Does 26 M010 01 have ResponseOnPlatform with 424?,26 M010 01 has ResponseOnPlatform with 1. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
70 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. Does 70 M006 01 have ResponseOnPlatform with 295 M010 01?

###Response:
70 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. The answer is no.","70 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. Does 70 M006 01 have ResponseOnPlatform with 295 M010 01?","70 M006 01 has hasQuestion with M006 01. M006 01 has Question Description with ""Gesamterfahrung:. The answer is no.",0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
377 SU01 07 has ResponseOnPlatform with 1. Does 377 SU01 07 have ResponseOnPlatform with 307 M004 01?

###Response:
377 SU01 07 has ResponseOnPlatform with 1. The answer is no.",377 SU01 07 has ResponseOnPlatform with 1. Does 377 SU01 07 have ResponseOnPlatform with 307 M004 01?,377 SU01 07 has ResponseOnPlatform with 1. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
213 M010 01 has Response by User with 213. 213 has type with User. Does 213 M010 01 have Response by User with 428 UM25?

###Response:
213 M010 01 has Response by User with 213. 213 has type with User. The answer is no.",213 M010 01 has Response by User with 213. 213 has type with User. Does 213 M010 01 have Response by User with 428 UM25?,213 M010 01 has Response by User with 213. 213 has type with User. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
220 M002 01 has Response by User with 220. Does 220 M002 01 have hasQuestion with 444 UM23?

###Response:
220 M002 01 has Response by User with 220. The answer is no.",220 M002 01 has Response by User with 220. Does 220 M002 01 have hasQuestion with 444 UM23?,220 M002 01 has Response by User with 220. The answer is no.,0,False,False
"###Instruction:
Answer the following yes/no question by reasoning step-by-step.

###Input:
453 UM14 has hasVisitId with string. Does 453 UM14 have Response by User with 404 UM16?

###Response:
453 UM14 has hasVisitId with string. The answer is no.",453 UM14 has hasVisitId with string. Does 453 UM14 have Response by User with 404 UM16?,453 UM14 has hasVisitId with string. The answer is no.,0,False,False
